Monthly_Output_Tonnes,Yearly_Release_Count,CO2_Emissions,Water_Used_ML,Waste_To_Landfill_Tonnes,Avg_Worker_Wage_USD,Weekly_Work_Hours,Avg_fashion_item_Price
421.2530921,22,8433.217003,119.6760068,1233.300584,190.8428435,63,23.89145031
627.6281114,8,10112.55257,264.0398467,492.9845932,114.5250438,61,26.34163501
327.8689167,15,11636.98305,94.31232503,653.0023747,218.4459932,48,14.52574233
572.214461,8,4456.651486,224.2975305,538.6635286,85.82598669,64,15.5303533
472.8448429,24,8910.027222,173.2873844,212.5773517,172.3330906,47,12.50875454
242.9820895,23,13268.10266,133.8281945,639.3417283,119.641468,69,23.43941471
581.5837038,23,6433.683881,278.9886591,1151.815808,31.46618073,68,22.89062479
574.4467666,7,13750.84109,191.0864521,824.305452,197.9812264,49,28.28476645
424.4268035,22,15618.46165,151.4312053,437.2048421,49.94912372,56,15.3920754
708.421905,18,6286.10467,293.6577233,778.1174046,165.7564892,62,5.797308277
455.1735779,18,6117.164455,283.588497,1112.24782,165.6386682,58,21.93020399
472.6641715,16,9530.552241,214.7693502,542.4641051,104.6679864,52,19.33020212
528.6611318,12,10934.72894,77.75846699,923.0940871,154.0141087,55,21.0032448
435.0401955,6,9867.141728,147.7935633,802.3110023,117.9347808,57,14.83051475
487.0851973,8,12176.31773,215.2456936,717.8003396,233.321367,55,15.65706214
413.489011,24,9536.516335,134.7564779,786.4705682,180.9930303,62,9.001502752
498.3388225,29,12168.66656,200.9849983,607.174284,190.8119559,42,11.67400365
495.6222704,15,12001.14313,238.1283418,1073.547152,150.7533853,43,13.99572319
462.084787,18,9721.164435,315.3662223,522.0197094,80.70923739,67,24.39802216
429.1159687,16,9183.746511,96.34907795,933.3763751,164.3548043,69,16.48632184
212.0618265,12,11489.32024,186.0508593,688.3815785,169.3290951,40,12.13746821
489.544173,10,11490.73628,252.369962,708.8754891,86.68656516,50,27.98405519
724.6733388,10,13050.22272,204.2473999,537.6560301,155.179395,55,19.03278028
568.1479719,6,17654.1173,180.6647812,968.5571211,107.5564613,67,13.40046646
411.9611573,23,9769.70963,158.2565476,607.8241585,103.7543469,50,32.19293342
356.1334745,21,11266.17852,212.1187312,901.0515259,160.1930826,58,32.59671767
445.2795594,27,15002.65888,176.2513737,806.2195331,207.9398252,43,19.9221511
374.0152008,17,12279.98462,264.5792051,584.1256301,98.70082304,47,26.5462171
743.8698418,24,9287.998143,143.8255302,1086.76716,121.6165792,62,14.67552804
484.3379162,17,7542.673834,298.8818809,722.4276817,182.0822824,56,19.66947934
478.1509271,29,5570.150536,267.7954414,725.9797253,254.3483297,45,23.08094533
367.2857515,23,5968.205347,229.3526804,929.6212614,137.7795089,62,28.56920304
348.1250872,25,8449.778691,186.3885909,1131.367179,141.0809079,55,23.95703933
486.1199602,15,8299.951558,243.4975868,838.1760904,143.0365763,50,24.89400619
594.9404938,20,9681.312075,274.9173311,514.7738553,78.76271724,54,15.12342378
614.3989053,13,7844.406613,221.0150739,763.3956302,96.93431109,69,15.03988651
441.8628698,28,11947.20634,179.7009976,319.9281556,185.7021719,50,16.38726677
607.0033844,24,15369.6936,167.1512177,588.2039485,130.2211584,60,14.82433017
603.5702305,24,8611.510547,146.5235313,838.0159245,28.99096482,63,17.31501958
574.5386692,18,9979.018999,154.7036269,608.8951043,155.1893545,67,13.44809216
376.5202509,12,9958.908323,167.5811197,1075.649699,130.7501856,66,26.72530569
556.2871548,22,14379.50351,203.1771762,741.0000916,154.6288415,41,20.34708981
280.0165622,16,11972.15892,202.5705239,1348.516887,101.8955945,65,16.9146175
328.2057619,8,13498.23692,184.7762625,896.1680244,209.4564665,56,18.63780751
314.4464434,18,4600.709455,145.1306487,765.7816254,116.2219343,64,12.62691161
205.3959378,9,6994.973754,326.077055,931.1273413,153.6233684,42,11.94176356
754.4333404,17,12220.43786,306.9357502,1036.547458,248.1011878,60,15.94121924
449.4139622,13,12450.06159,241.7497555,679.6081034,231.4564655,66,18.86023928
643.1783757,21,12243.22269,254.4988841,690.3767882,78.90619545,48,19.38926758
544.8629169,29,11941.94974,191.8602554,846.6718316,93.92986931,63,17.56381639
465.7302576,18,5957.90947,278.2657568,1125.202461,164.3286568,58,21.81786537
195.7540704,25,11683.10021,220.0948375,973.4070031,193.7442142,65,19.84586829
376.6010097,19,8220.340222,192.574387,1004.25289,325.9969722,59,20.19587031
501.7637304,26,10657.20257,139.0246,886.3860937,118.003557,69,17.92420168
340.0048649,11,9758.044781,156.2454954,469.2376512,142.0818529,68,17.7263206
614.3140403,13,7416.657047,213.8940944,768.5661902,101.7197779,69,15.32042627
478.5461709,10,13963.6302,279.6129706,623.8814845,143.0593879,56,15.77765506
517.8815158,9,6531.739514,234.1051617,900.4032999,54.02830076,45,21.38752565
435.3090875,16,4025.073457,156.6859946,683.6801738,140.7481163,60,22.97691329
446.2350073,19,12427.65473,262.8946656,508.9141491,125.881074,61,19.56098394
477.9969622,24,12609.26871,189.280283,938.0026785,26.44546797,41,23.03083554
476.029911,10,10699.08028,137.6954905,1057.00741,108.1894507,64,25.9470732
382.6996988,17,7210.807175,72.6064893,586.854834,145.6081737,59,19.27347743
556.8995063,10,14113.24384,237.7335568,1236.440832,192.6119136,40,7.205244867
386.8699131,23,12033.78539,266.3326761,877.9865712,181.9652348,43,23.93606849
832.5092425,16,11291.4601,266.2009133,889.8067926,140.362784,60,22.34715171
710.939179,18,10208.30446,25.47812247,614.0363737,217.7015513,53,18.25593515
371.4462868,11,17333.53288,173.8681619,1169.974973,138.1783374,44,22.57801908
366.6765842,25,11918.03506,198.9306921,605.5070528,100.3627301,56,23.32344042
588.2459158,26,6483.714728,147.6410771,677.6261454,175.5027154,61,13.71145161
585.6392914,6,13422.90963,175.4368043,732.0747765,137.2064554,62,27.39461757
623.8933703,21,10693.08242,155.7786134,1180.883294,176.4484785,55,29.12480216
897.0944971,13,8991.360834,289.9043584,1112.451147,163.2930226,69,15.49010314
414.7300069,15,15841.06854,154.920405,455.3054574,128.460258,60,13.71486455
452.2586872,6,11380.76901,176.6155389,878.0184069,134.7352821,69,25.62662434
546.2396764,12,10789.27297,176.5318594,962.03909,80.10256104,55,26.60533336
439.7345593,6,14337.83437,157.5580665,882.4724409,187.6978947,52,16.12485141
627.0766634,15,9299.82844,131.7468927,853.6482607,141.7243577,62,13.60219735
495.5711705,19,7048.208445,159.4255355,905.6865748,176.938166,65,1.121310321
723.3458255,13,8962.066433,174.4282681,742.3662702,133.0459035,62,17.2285084
585.2415813,17,12006.50124,184.5577261,924.0303129,90.16394299,63,22.57789726
606.39743,11,8895.069419,171.1548487,557.0208172,137.240087,47,29.76726563
519.6976314,14,5874.615795,126.834881,719.492541,139.439047,43,18.56078107
491.8962368,9,6995.386136,282.6494468,817.3007763,198.362396,50,21.81591669
520.8365464,9,11418.5539,280.0095249,545.353099,269.2848151,57,16.71630502
581.6951735,26,7088.914722,150.8983476,668.4178904,176.1383409,61,13.80117505
447.6150034,11,16952.07298,204.4071681,1035.083695,95.32266646,46,7.300990403
496.3064804,11,10227.69222,191.3813008,1106.441869,93.22831452,54,15.20744378
607.6905164,10,4709.050893,263.441424,763.6808536,189.8137122,63,13.34086324
416.2609422,9,10998.08722,264.3911019,681.6553635,141.0540871,56,12.31450716
595.2670345,9,6359.434998,119.8718166,488.8124817,121.4074966,55,17.19904731
840.5047615,8,7159.458229,228.198746,849.5943954,154.3681645,68,25.84868073
548.1346055,14,8420.32669,308.1326593,941.6214744,123.8838692,65,18.05677725
412.3449611,26,17629.44135,161.6466878,655.9214455,74.29832331,69,15.33851429
653.6309327,27,5649.455641,244.120724,732.4379437,168.7798941,50,29.81360864
543.1001665,25,11828.00837,150.7676676,865.6574758,86.9894769,45,16.87613674
749.4176663,13,8569.798967,293.1357898,650.6908021,159.2679545,54,8.133877397
393.0264309,16,7580.872245,176.669324,519.9889606,155.1982668,41,17.86494355
298.7459982,7,16354.4087,221.9254409,901.8060378,133.008753,50,24.01317473
248.3915623,23,3300.57665,222.9164025,815.7198544,130.0658034,40,20.54583504
600.4091776,11,9345.869093,170.0510822,571.0581603,137.8780376,47,29.57745819
245.2989913,26,15772.2117,200.3744312,948.8910874,182.0088097,43,27.79968568
359.6815459,7,14102.66796,198.1874703,472.7029712,169.4567497,47,22.00320359
413.0009737,24,12736.48234,261.1113489,640.0579919,132.8194835,61,28.84849107
444.9703227,25,12048.85652,342.3195894,1010.633307,218.4030955,50,15.4410792
419.0007924,10,6682.040436,131.8163605,507.9639359,146.282093,57,19.2233622
751.0567601,22,7123.025983,87.12015081,1113.867196,201.3517199,43,26.75868495
587.9843746,27,7350.808509,248.5851953,656.6361072,150.4839788,45,27.88474118
472.4901633,8,11968.02288,215.4484349,720.8002707,231.7390369,55,15.31585107
606.3697992,11,4820.578879,201.6787926,639.6583786,208.9128505,51,28.41401183
492.2973553,29,6806.233462,264.0538765,722.5471454,114.2033287,40,17.63263158
388.1905967,20,5544.700284,287.249524,778.3564668,167.3651072,44,9.32856477
311.5208777,7,11995.45801,188.4497697,623.7061648,118.061855,65,17.37417688
716.2565885,19,8414.830878,90.05431638,459.0701048,164.6428789,55,24.22480447
609.0593315,18,5161.133223,343.249985,403.0965754,168.3672698,65,22.28592789
480.1769063,6,16720.01503,190.4423079,460.3969778,99.2176113,52,18.03513223
441.3518951,29,10491.02852,264.5457426,957.4029389,96.06694724,62,17.54883223
571.4045402,23,7608.139937,157.9348477,980.4913475,166.109261,47,15.62501982
423.4324284,16,12578.08938,312.4565096,882.2852111,198.8153421,57,30.08808512
340.9239389,24,9772.235852,154.7291385,420.3336646,138.5819911,49,25.66680112
677.4054983,26,12258.66665,124.3418199,796.1439926,115.7225361,66,16.36440797
605.4032839,20,14223.29805,270.1804628,721.7890039,130.8963068,44,23.00724284
361.1549862,12,10147.58439,162.2189012,1067.853731,122.6052169,66,27.12858319
331.5404664,22,11886.01389,226.7535974,763.0443303,144.4041358,55,12.24470356
586.680171,26,7793.081241,100.4108218,1047.609687,149.6244563,58,22.09555978
467.5360758,19,6806.773653,181.2987155,914.750022,81.56697262,59,35.8512079
487.8308397,14,7612.59647,238.8322148,681.3847417,120.1663995,54,12.62233502
663.0801564,6,12636.67434,189.0548802,802.8526035,78.59743143,42,11.9918227
467.3898474,13,2827.915081,287.9133662,834.3921305,230.6488236,55,25.14502446
538.9930299,9,5332.736015,172.5934008,640.5386712,136.063032,46,10.30140568
478.388508,25,7831.949403,36.20714829,1015.013916,225.7226376,54,26.61843513
530.1173476,28,8334.166009,234.7032765,622.9137877,131.1234627,43,16.27205667
6.726210966,14,3869.895032,125.8220991,1466.100501,142.9869924,67,27.3432983
502.9872845,18,14280.1549,180.8528604,433.9825388,138.7187766,68,19.5520927
603.0677422,20,14641.05698,247.4577067,1119.105522,120.9879214,62,27.59635788
494.2868814,28,8820.835274,255.9751316,780.9813767,213.0414501,46,20.04825006
527.1103985,28,10761.94504,199.4001683,522.3961026,215.1169888,46,12.44845356
276.4216125,12,5062.176381,247.8640426,689.1375139,151.041797,68,18.07577956
275.6606033,28,7839.388264,189.3208705,904.8232098,46.28390065,44,28.05580785
360.0739183,8,1047.167355,122.855774,640.8775274,161.5506214,44,14.87050357
400.9991539,7,3169.26804,187.9921469,663.7847591,124.0934776,47,19.0671474
605.5026046,29,10486.899,233.3153083,604.2726156,242.2261128,46,20.92994749
559.9538652,6,9549.886898,182.5546537,875.0822993,137.5748045,46,11.6679956
428.1944893,16,3688.607725,158.6356762,689.7130153,137.6488309,60,23.89607942
397.156204,29,11561.28082,176.2486975,1010.564646,211.1031385,45,28.50416367
673.3617434,22,10941.14944,158.6215253,1023.422796,114.3537807,65,17.91591464
299.6950102,21,12392.40688,130.2374605,588.2789165,83.17413935,46,8.783393451
726.6224417,19,8095.924279,91.48927528,460.0761909,154.9804835,55,24.88893041
441.2966181,11,4590.119877,201.6141077,608.5353211,111.6443709,63,30.1553169
516.1374612,17,9751.712049,198.5190744,1010.782946,130.5990439,53,18.78344378
587.71807,13,6760.703478,207.0134186,696.1303276,123.7074158,43,22.76071252
578.4139817,23,6264.421245,281.6036991,1110.091775,38.68458513,68,23.10264392
420.1709244,9,6289.777419,238.3692977,890.6210376,100.2226293,41,11.42561809
228.5861051,24,7617.872551,220.2628384,1159.758039,137.2413241,65,21.93378594
504.7940447,29,8377.165894,216.8259799,1261.093096,121.8780935,51,24.1830295
490.8847922,18,14427.05253,176.9103688,424.0313013,136.1046415,68,19.46212948
267.3765607,9,14015.8772,238.5398795,915.7348725,193.8611032,66,20.5670373
533.1729304,28,10749.65935,160.5034316,1044.601976,114.7147637,47,13.30026181
797.8811157,22,8956.873284,250.7353997,970.8804875,157.5368287,58,12.12925106
530.4304133,7,10765.54157,166.0417262,1095.109395,128.3347555,40,16.81388597
475.5007455,24,11417.03516,180.7983737,1024.26184,152.7470374,48,17.70508758
420.5938655,13,14615.31412,137.2787421,548.8952243,109.4089477,46,20.85522896
802.4861156,29,10554.38492,141.4459525,929.9300857,163.5993582,41,34.57331014
728.1413057,22,9220.943598,225.5825727,831.4340626,131.8616741,45,23.84373221
472.6459257,25,11008.1499,223.5264028,1002.561784,177.9492035,40,30.24745964
508.2018861,26,13798.64211,336.2372808,727.4273854,79.48278271,42,18.96685672
497.083575,26,13985.12825,343.8410329,719.4289061,74.87033384,42,18.69546889
643.8352616,17,13965.71543,105.0009562,593.3353346,214.5395496,53,27.71908209
357.7156833,21,14537.45123,265.698083,1056.505929,114.9493381,62,16.7563171
426.6650093,8,12401.36147,192.5068349,281.8860157,149.1094005,51,22.52728032
561.741705,17,12278.12662,188.682645,719.959819,169.4350691,69,23.42747316
296.8994477,25,4365.775968,147.729861,501.8443656,120.9088143,49,21.11545415
385.7750287,13,7475.00394,258.8605588,992.4556467,193.4024624,46,21.64258005
778.7632421,6,13795.10997,142.1547594,1066.004287,253.4690849,60,16.87303713
342.0133697,13,10188.72176,238.8597981,631.7050772,179.2849062,48,20.59126568
510.7359259,19,10357.35735,202.8289142,682.1576765,198.533307,65,24.06338155
619.8976798,14,8895.003954,174.5079584,683.3967585,173.6025515,68,28.71622853
514.2700909,12,10531.769,127.3508026,709.8638961,238.3290487,50,10.57147131
617.3943355,16,6974.133773,199.5367633,846.8666112,86.84555709,68,19.1906876
358.7728344,16,8456.524963,255.2207157,1027.5275,158.0570497,53,22.56661609
609.6888223,11,13602.47348,313.0210382,762.3867253,143.6720482,55,19.85789853
275.624198,16,7559.685257,133.8427481,577.0500957,171.3752222,60,19.71646732
325.212768,19,7660.976074,83.83251239,930.6046614,136.4932866,51,16.4613319
578.3992694,6,17761.46474,176.7253041,966.3709287,110.374249,67,13.17599415
197.0776981,24,10075.60378,110.5563887,877.6128045,169.7532037,60,19.02260274
712.8902031,6,10604.4113,234.3450008,700.9617526,183.8417622,66,27.11795551
473.1357262,23,10535.90692,240.2183428,1017.860763,100.702229,51,26.6866878
291.5424083,23,13057.94778,262.509808,678.0854053,51.85410285,67,29.6133522
360.8346749,7,14109.5949,198.4592446,478.1972701,169.8206707,47,21.70101112
517.8306491,17,13868.06424,181.5284632,847.6091998,187.6678999,68,13.46699231
517.5784989,19,9335.513619,266.0691674,876.0114958,153.5662631,62,16.87080596
703.7469624,7,7384.90999,287.6778636,911.8321644,79.49989747,63,18.24286859
557.8731823,19,7704.835332,223.886918,436.4155474,182.3506635,66,15.08513693
417.4339033,17,7909.860325,235.8705589,731.3384216,139.1891334,41,14.50069503
320.2561738,21,11788.14636,201.0143052,786.8919426,91.54678941,51,27.88717374
637.3831723,9,7681.740794,287.1188959,675.9539308,165.1695278,65,20.81603991
431.770056,24,13366.67015,112.0302997,1102.960565,110.1741239,44,14.02525973
431.4765033,25,12197.66824,239.0344824,561.9313291,187.941112,40,15.63805915
609.8608879,11,13258.26126,314.840922,789.4134842,152.3287289,55,19.65027849
317.5048308,8,13473.18441,179.8068608,872.8142285,212.3740477,56,19.09739945
595.7072451,8,9747.058206,168.6582835,1040.699401,123.1521393,50,16.42776758
563.3772251,13,9402.036808,161.936025,500.8382727,105.2944754,67,22.34075987
673.0657303,14,6909.807265,45.18802483,839.4010935,177.4337822,51,20.28591784
640.2626726,8,11907.19977,327.812681,980.4197901,163.1336265,52,25.71310225
509.0691572,23,7480.454065,99.63234494,742.0110847,207.0108911,47,7.491455684
751.5596491,7,6329.43869,169.0082392,930.2180711,142.2853879,68,24.72533493
387.9300376,15,13106.47529,74.881352,726.7012225,99.28945715,60,8.491050562
460.872135,22,8241.965259,213.1560013,627.0936566,224.4879784,65,18.33451252
363.2689841,9,10378.19997,163.1721274,987.0653449,156.8070539,52,23.87228222
409.9491534,28,9542.951907,175.6506275,759.3538809,66.28758632,66,18.30372921
608.0135238,20,14004.50746,271.8925461,721.0060623,130.7519414,44,22.81493821
413.6261004,7,3627.452222,191.6537947,690.7209562,127.7286647,47,18.83497354
697.3214392,11,18045.18828,285.2310833,729.0138022,56.68978439,45,19.37218518
499.8878881,24,14082.72699,232.3116631,633.4544877,202.9754537,46,13.87891145
469.3355094,6,6366.693528,228.1366697,334.9482864,149.585454,54,17.52275741
526.4538927,9,11469.8888,282.1643085,515.7145467,267.4897443,57,16.95724976
563.9815941,25,11993.74409,206.9549227,755.1730127,150.7472814,52,26.09418902
487.0525852,13,7589.342289,243.1320472,796.1209988,188.2687115,69,13.52658343
319.8414931,8,13380.48085,174.7668944,880.7097486,206.1389919,56,18.86664469
454.225676,19,12666.75919,262.4457354,534.5860301,127.4302009,61,19.56604204
456.4171257,6,10209.94712,111.4460715,801.0597225,195.5498419,44,16.64963814
639.2220791,7,9505.317421,217.6719513,595.8559685,215.4423709,60,17.19060164
338.0133673,29,2744.279758,255.0769392,547.5030607,195.2974908,58,25.60998982
462.4970958,18,5901.52263,277.1988055,1105.152913,163.7579031,58,21.49922556
361.4573992,26,8322.887714,200.4013512,807.888937,128.9415754,55,24.48587165
341.3864458,17,8209.272228,363.227669,444.4674922,286.5088324,63,8.999399347
588.0573784,16,6976.710223,199.5421602,862.6885249,176.912763,52,20.39784175
591.363573,26,7630.185751,97.45171031,1057.424758,148.9589305,58,21.72434352
669.1716364,13,9395.089998,165.454389,830.8876176,191.0556123,48,18.7080249
400.4059685,24,12699.24587,319.9594082,659.2261342,232.4050896,63,20.84742352
483.5730275,29,6654.729219,250.6953644,1038.216,109.4529396,54,14.55309399
543.3878402,29,11800.48436,187.4448627,863.3101095,94.32205605,63,18.17013715
493.0344681,12,10471.24491,159.2482464,763.4669903,245.1127357,46,27.53972446
376.0360636,21,13297.25211,227.8457051,538.8166984,199.2266791,56,13.43206223
586.5363701,22,4471.631457,207.7761043,996.3904615,116.0177762,60,20.99734974
208.2896108,25,13226.912,264.8902234,1151.17059,179.8382395,43,8.902147648
509.4590438,9,11540.83173,262.6901122,1001.532967,179.1746323,51,24.5689049
550.2149105,26,6121.10382,300.6825168,440.279728,182.0588261,56,19.09188361
403.6977928,17,9470.005954,129.3271232,310.5418544,154.5876852,61,20.17213235
438.6714574,27,12070.41242,211.2362277,773.9032162,141.3717652,50,26.70182715
393.8480099,15,13002.15536,74.41637576,731.1386877,99.47334386,60,8.295838318
546.4580352,10,11185.29796,167.2184731,855.8809829,109.907469,62,12.32351718
602.6594574,19,13701.43427,146.4417124,778.0848848,156.2804326,64,29.33179792
355.1365895,23,9932.200749,275.2411463,592.0322077,230.853544,42,19.64081997
533.938286,24,7757.691019,242.8161251,892.4916416,232.017901,66,19.0325906
269.1358165,28,7787.440145,189.4867315,935.5691849,47.22547218,44,27.61204113
593.8618878,26,10427.45211,229.0049367,668.3822045,130.7465796,51,19.71490417
884.2833233,24,6638.223779,129.0439992,741.8091425,56.19667492,51,18.74163753
401.0718895,14,11448.12003,234.7406655,724.1925835,134.0533463,66,26.35006607
654.9960465,11,10865.59584,225.2450688,938.5716807,167.6877489,56,16.54342436
593.7861094,9,9806.642659,223.2675181,770.2469572,-15.66278948,66,25.94223185
424.3734543,8,13031.82631,190.2432367,580.3306587,218.2909508,49,20.09157048
391.7045089,20,12797.57555,204.6914053,960.6327404,118.3523847,53,22.76148422
299.4839905,26,8141.803801,153.8105772,777.3364879,100.7271441,65,22.51845434
512.2855935,21,6021.231939,211.6273148,453.4625376,243.4484689,44,23.70891356
424.3412321,9,6905.26691,181.7538893,1025.848917,118.1785544,56,29.50558062
407.4829836,16,4693.58853,174.4663469,514.0515591,43.05239913,52,12.56255916
307.0129812,21,13604.69083,248.618269,839.9338823,117.7656375,68,30.19686777
556.8910675,11,15864.05434,279.4299829,783.2757687,264.9946372,52,22.16495766
392.9117318,22,13424.34529,249.4505751,969.4297688,89.00734865,67,11.80713683
446.9579702,15,10421.2129,343.2995078,884.05577,195.3673549,43,22.33753169
435.2593027,13,14714.03136,140.4807321,561.6892009,103.7002981,46,21.16590345
342.4130487,8,10960.39702,223.5422095,660.4049482,112.918757,60,13.21830836
427.3757916,25,4909.041906,208.6776982,750.9541939,202.7791434,41,19.33321861
229.3993613,24,11954.74468,316.1848689,716.8071145,178.6434799,42,26.15425329
551.2226835,14,13018.95653,146.4866079,935.0272757,180.8672879,55,21.87004309
272.2990611,18,10544.74815,147.5045081,608.1709349,174.5107556,43,23.6796898
306.9279628,21,10820.17844,242.2569492,988.9089861,183.5713825,47,10.83057443
470.0495359,14,11039.09438,190.2019924,562.7011996,192.1952379,49,14.58494275
665.4274734,18,10554.86093,223.633411,830.7950942,103.5044386,55,13.64163379
417.8322606,24,11222.5168,121.9896109,1057.434422,84.32525174,56,24.61748285
597.6558156,9,12616.99146,151.6574902,706.8718354,219.6677173,69,21.78726805
685.7714818,22,7698.317666,249.8752011,932.28306,69.66808431,47,14.80199035
356.0676656,20,5192.613964,207.9696216,914.2949786,87.71950469,53,25.33053597
282.5138911,23,13083.70213,261.6637773,669.2229092,61.34893059,67,29.72695858
416.4791436,28,9439.597304,176.7053012,763.6396709,63.31036126,66,18.8212955
368.7594002,23,5591.325832,230.8810943,915.4744958,134.0324944,62,28.19649069
312.2269837,29,8442.067548,235.4765567,927.6634331,192.7130616,57,29.09313659
464.5358461,7,8781.492051,167.9247538,827.6954551,173.9380829,49,16.20406571
579.4040526,11,10798.50102,196.7820157,626.2959256,71.53891889,50,29.78769397
400.2181943,21,11835.13863,202.9451023,779.3569286,194.5960565,53,18.91916072
211.3772641,24,9687.447733,144.6324214,886.6217119,280.5405095,59,18.85544858
301.0735982,9,8643.238516,321.722716,345.3600381,119.8418514,52,22.82540963
789.7667658,23,7291.912605,230.6952212,659.8444617,164.8036841,55,30.74842376
522.1955225,16,9030.596538,235.8846246,705.1901425,176.7585891,49,13.08640422
647.1031181,27,13196.67072,197.2001178,1038.215944,148.6205675,59,29.58689429
340.7623867,19,11904.67175,183.0240994,450.0366157,151.0699916,54,19.406273
620.5477374,22,12078.11683,264.9986072,593.7473534,125.8815867,65,28.32783273
449.652157,16,1762.038726,190.9360171,676.168178,97.46717123,66,24.66089368
550.3796371,17,12715.06906,111.7204947,509.7587171,152.0640129,49,29.05221539
303.8485597,29,8497.735357,236.77459,921.0441773,193.9656908,57,28.10649724
336.2102364,21,15528.46392,300.3302677,740.9148926,204.5736738,40,29.98859016
329.4348728,19,7966.873275,239.1535214,702.0210784,157.7607237,52,17.5927985
205.8141105,9,6566.361241,192.6437513,788.9959412,133.4194722,67,14.69563106
586.1130984,19,14283.90978,280.5875002,866.4552355,153.7618659,41,16.71276929
538.9787912,17,11601.64419,241.1757251,698.5902779,84.0355277,40,15.30440255
689.2357232,13,13244.45357,132.8746668,737.8490971,157.6293193,41,24.3126336
430.4199171,13,14657.45572,140.8273689,528.4964087,111.4127945,46,21.34292215
499.5894039,27,9696.543364,313.2296453,448.0359427,149.4734715,48,19.2452632
358.4122782,8,1257.015606,125.2319781,645.2535022,165.5343045,44,14.32210794
608.5237493,9,10933.14397,168.6915453,819.9149834,139.232254,62,20.31577687
457.9972122,12,5036.836867,264.550762,689.5593671,193.0920498,67,11.64905495
545.7341866,18,11583.82038,184.0272938,1038.303641,149.8167354,49,15.05917636
279.7764137,7,13251.51751,133.9719006,935.2618396,95.24063188,64,25.40483709
390.1841603,16,7165.992827,175.0667241,529.9760742,147.293901,41,17.73542411
696.3050826,20,2997.10142,161.2521947,777.0121034,164.616302,62,24.85708048
475.0975371,29,10206.24394,227.2401147,519.3120572,179.1967778,63,18.74592478
694.8552722,20,2470.393026,154.8530008,771.9847801,163.1212657,62,25.20410682
670.4610969,11,9389.295536,171.0759159,881.9690071,178.4551472,49,11.01336178
724.9362792,22,9444.293672,223.3455282,843.6150834,131.8754693,45,24.70177499
